1:1	ቃለ፡ በረከት፡ ዘሄኖክ፡ በከመ፡ ባረከ፡ ኅሩያነ፡ ወጻድቃነ፡ እለ፡ ሀለዉ፡ ይኩኑ፡ በዕለተ፡ ምንዳቤ፡ ለአሰስሎ፡ ኵሉ፡ እኩያን፡ ወረሲዓን።
90:28	ወቆምኩ፡ እርአይ፡ እስከ፡ ጠወሞ፡ ለዝኩ፡ ቤት፡ ብሉይ፡ ወአውፅእዎሙ፡ ለኵሎሙ፡ አዕማድ፡ ወኵሉ፡ ተክሉ፡ ወሥኑ፡ ለውእቱ፡ ቤት፡ ተጠውመ፡ ምስሌሁ፡ ወአውፅእዎ፡ ወወደይዎ፡ በአሐዱ፡ መካን፡ በየማነ፡ ምድር።
90:29	ወርኢኩ፡ እግዚአ፡ አባግዕ፡ እስከ፡ አምጽአ፡ ቤተ፡ ሐዲሰ፡ ወዐቢየ፡ ወልዑለ፡ እምነ፡ ዝንቱ፡ ቤት፡ ቀዳማይ፡ ወአቀሞ፡ ውስተ፡ መካነ፡ ቀዳሚት፡ እንተ፡ ተጠብለለት፡ ወኵሎሙ፡ አዕማደ፡ ዚኣሃ፡ ሐዲሳን፡ ወሥና፡ ሐዲስ፡ ወዐቢይ፡ እምቀዳሚት፡ ብሊት፡ እንተ፡ አውፅኣ፡ ወኵሎሙ፡ አባግዕ፡ ማእከላ።
90:30	ወርኢክዎሙ፡ ለኵሎሙ፡ አባግዕ፡ እለ፡ ተርፉ፡ ወኵሎሙ፡ እንስሳ፡ ዘዲበ፡ ምድር፡ ወኵሎሙ፡ አዕዋፈ፡ ሰማይ፡ ይወድቁ፡ ወይሰግዱ፡ ለእልኩ፡ አባግዕ፡ ወያስተበቍዕዎሙ፡ ወይሰምዕዎሙ፡ በኵሉ፡ ቃል።
90:31	ወእምኔሁ፡ እልክቱ፡ ሠለስቱ፡ እለ፡ ይለብሱ፡ ጸዐድው፡ ወእለ፡ ቀዲሙ፡ አዕረጉኒ፡ አኀዙኒ፡ በእዴሁ፡ ወእዴሁ፡ ለውእቱ፡ ዳቤላ፡ እንዘ፡ ትእኅዘኒ፡ አዕረጉኒ፡ ወአንበሩኒ፡ ማእከሎሙ፡ ለእልኩ፡ አባግዕ፡ እንበለ፡ ትኩን፡ ኵነኔ።
90:32	ወእልኩ፡ አባግዕ፡ ኮኑ፡ ኵሎሙ፡ ጸዐዳ፡ ወጸጕረ፡ ዚኣሆሙ፡ ዐቢይ፡ ወንጹሕ።
90:33	ወኵሎሙ፡ እለ፡ ተሀጕሉ፡ ወተዘርዘሩ፡ ወኵሉ፡ አራዊተ፡ ገዳም፡ ወኵሉ፡ አዕዋፈ፡ ሰማይ፡ ተጋብኡ፡ በውእቱ፡ ቤት፡ ወእግዚኦሙ፡ ለአባግዕ፡ ተፈሥሐ፡ ዐቢየ፡ ፍሥሓ፡ እስመ፡ ኮኑ፡ ኵሎሙ፡ ኄራነ፡ ወገብኡ፡ ውስተ፡ ቤቱ።
90:34	ወርኢኩ፡ እስከ፡ አስከብዎ፡ ለውእቱ፡ ሰይፍ፡ ዘተውህበ፡ ለአባግዕ፡ ወአግብእዎ፡ ውስተ፡ ቤቱ፡ ወኀተማ፡ ቅድመ፡ ገጹ፡ ለእግዚእ፡ ወኵሎሙ፡ አባግዕ፡ ተዐጽው፡ በውእቱ፡ ቤት፡ ወኢያግመሮሙ።
90:35	ወአዕይንቲሆሙ፡ ለኵሎሙ፡ ተከሥታ፡ ወይኔጽሩ፡ ሠናየ፡ ወአሐዱ፡ እምኔሆሙ፡ ዘኢይሬኢ፡ አልቦ፡ በማእከሎሙ።
90:36	ወርኢኩ፡ ከመ፡ ኮነ፡ ውእቱ፡ ቤት፡ ዐቢየ፡ ወርኂበ፡ ወምሉአ፡ ፈድፋደ።
90:37	ወርኢኩ፡ ከመ፡ ተወልደ፡ አሐዱ፡ ላሕም፡ ጸዐዳ፡ ወአቅርንቲሁ፡ ዐበይት፡ ወኵሎሙ፡ አራዊተ፡ ገዳም፡ ወአዕዋፈ፡ ሰማይ፡ ይፈርህዎ፡ ወያስተበቍዕዎ፡ በኵሉ፡ ጊዜ።
90:38	ወርኢኩ፡ እስከ፡ ተወለጠ፡ ኵሉ፡ አዝማዲሆሙ፡ ወኮኑ፡ ኵሎሙ፡ አልሕምት፡ ጸዐድወ፡ ወኮነ፡ ቀዳማዊ፡ በማእከሎሙ፡ ነገረ፡ ወውእቱ፡ ነገር፡ ኮነ፡ አርዌ፡ ዐቢየ፡ ወቦ፡ ውስተ፡ ርእሱ፡ አቅርንት፡ ዐቢያት፡ ወጸሊማት፡ ወእግዚአ፡ አባግዕ፡ ተፈሥሐ፡ ዲቤሆሙ፡ ወዲበ፡ ኵሎሙ፡ አልሕምት።
90:39	ወአነ፡ ሰከብኩ፡ ማእከሎሙ፡ ወነቃሕኩ፡ ወርኢኩ፡ ኩሎ።
90:40	ወዝንቱ፡ ራእይ፡ ዘርኢኩ፡ እንዘ፡ እሰክብ፡ ወነቃሕኩ፡ ወባረክዎ፡ ለእግዚአ፡ ጽድቅ፡ ወሎቱ፡ ወሀብኩ፡ ስብሐተ።
90:41	ወእምኔሁ፡ በከይኩ፡ ብካየ፡ ዐቢየ፡ ወአንብዕየ፡ ኢቆመ፡ እስከ፡ ኢክህልኩ፡ ተዐግሦተ፡ ሶበ፡ እሬኢ፡ እምዘይወርዱ፡ ዲበ፡ ዝኩ፡ ዘርኢኩ፡ እስመ፡ ኵሉ፡ ይወፅእ፡ ወይትፈጸም፡ ወኵሉ፡ በበ፡ ክፍሉ፡ ምግባረ፡ ሰብእ፡ ተርእየ፡ ሊተ።
90:42	በይእቲ፡ ሌሊት፡ ተዘከርክዎ፡ ለሕልምየ፡ ቀዳማዊ፡ ወበእንቲኣሁ፡ በከይኩ፡ ወተሀወኩ፡ እስመ፡ ርኢኩ፡ ውእተ፡ ራእየ።
91:1	ወይእዜኒ፡ ወልድየ፡ ማቱሳላ፡ ጸውዕ፡ ሊተ፡ ኵሎሙ፡ አኀዊከ፡ ወአስተጋብእ፡ ሊተ፡ ኵሎ፡ ደቂቀ፡ እምከ፡ እስመ፡ ቃል፡ ይጼውዐኒ፡ ወመንፈስ፡ ተክዕወ፡ በላዕሌየ፡ ከመ፡ አርእይክሙ፡ ኵሎ፡ ዘይበጽሐክሙ፡ እስከ፡ ለዓለም።
91:2	ወእምኔሁ፡ ሖረ፡ ማቱሳላ፡ ወጸውዖሙ፡ ለኵሎሙ፡ አኀዊሁ፡ ኀቤሁ፡ ወአስተጋብኦሙ፡ ለአዝማደ፡ ዚኣሁ።
91:3	ወተናገሮሙ፡ ለኵሎሙ፡ ውሉዱ፡ ጽድቅ፡ ወይቤ፡ ስምዑ፡ ደቂቅየ፡ ኵሎ፡ ነገረ፡ አቡክሙ፡ ወአጽምኡ፡ በርትዕ፡ ቃለ፡ አፉየ፡ እስመ፡ ኣሰምዕ፡ ዲቤክሙ፡ ወእነግረክሙ፡ ፍቁራንየ፡ አፍቅርዋ፡ ለርትዕ፡ ወባቲ፡ ሑሩ።
91:4	ወኢትቅረቡ፡ ኀበ፡ ርትዕ፡ በክልኤ፡ ልብ፡ ወኢትኅበሩ፡ ምስለ፡ እለ፡ ክልኤ፡ ልብ፡ አላ፡ ሑሩ፡ በጽድቅ፡ ደቂቅየ፡ ወይእቲ፡ ትመርሐክሙ፡ በፍናዋት፡ ኄራት፡ ወጽድቅ፡ ይከውን፡ ለክሙ፡ ሱታፌ።
91:5	እስመ፡ ኣአምር፡ ከመ፡ ይጸንዕ፡ ህላዌ፡ ግፍዕ፡ ዲበ፡ ምድር፡ ወይትፌጸም፡ መቅሠፍት፡ ዐቢይ፡ ዲበ፡ ምድር፡ ወትትፌጸም፡ ኵላ፡ ዐመፃ፡ ወትትገዘም፡ እምሥረዊሃ፡ ወኵሉ፡ ሕንጻ፡ የኀልፍ።
91:6	ወትደግም፡ ካዕበ፡ ዐመፃ፡ ወትትፌጸም፡ ዲበ፡ ምድር፡ ወትትአኀዝ፡ ኵላ፡ ግብረ፡ ዐመፃ፡ ወግብረ፡ ግፍዕ፡ ወአበሳ፡ ካዕበተ።
91:7	ወእመኒ፡ ትልህቅ፡ ዐመፃ፡ ወኀጢአት፡ ወፅርፈት፡ ወግፍዕ፡ ወኵሉ፡ ግብር፡ ወትልህቅ፡ ዕልወት፡ ወአበሳ፡ ወርኵስ፡ መቅሠፍት፡ ዐቢይ፡ ይከውን፡ እምሰማይ፡ ዲበ፡ እሉ፡ ኵሎሙ፡ ወይወፅእ፡ እግዚእ፡ ቅዱስ፡ በመዓት፡ ወመቅሠፍት፡ ዐቢይ፡ ከመ፡ ይግበር፡ ኵነኔ፡ ዲበ፡ ምድር።
91:8	ወበእማንቱ፡ መዋዕል፡ ትትገዘም፡ ግፍዕ፡ እምነ፡ ሥረዊሃ፡ ወአሥራወ፡ ዐመፃ፡ ምስለ፡ ጕሕሉት፡ ወይትሀጐሉ፡ እምታሕተ፡ ሰማይ።
91:9	ወኵሉ፡ ይትወሀብ፡ ምስለ፡ አሕዛብ፡ ወማኅፈድ፡ በእሳት፡ ትነድድ፡ ወያወፅእዎሙ፡ እምኵሉ፡ ምድር፡ ወይትገደፉ፡ በኵነኔ፡ እሳት፡ ወይትሀጐሉ፡ በመዓት፡ ወበኵነኔ፡ ኀያል፡ እንተ፡ ለዓለም።
91:10	ወይትነሣእ፡ ጻድቅ፡ እምንዋም፡ ወይትነሣእ፡ ጥበብ፡ ወይትወሀብ፡ ሎሙ።
91:11	ወእምኔሁ፡ ይትገዘሙ፡ አሥራወ፡ ዐመፃ፡ ወኃጥኣን፡ ይትሀጐሉ፡ በሰይፍ፡ ወእምነ፡ ፅሩፋን፡ ይትገዘሙ፡ በኵሉ፡ መካን፡ ወእለ፡ ይኄልይዋ፡ ለግፍዕ፡ ወእለ፡ ይገብርዋ፡ ለፅርፈት፡ ይትሀጐሉ፡ በመጥባሕት።
91:12	ወእምድኅረ፡ ዝ፡ ትከውን፡ ካልእት፡ ሰንበት፡ ሳምኒት፡ እንተ፡ ጽድቅ፡ ወይትወሀብ፡ ላቲ፡ ሰይፍ፡ ከመ፡ ይትገበር፡ ኵነኔ፡ ጽድቅ፡ እምእለ፡ ይገፍዑ፡ ወይትመጠዉ፡ ኃጥኣን፡ ለጻድቃን።
91:13	በተፍጻሜታ፡ ያጠርዩ፡ አብያተ፡ እምጽድቀ፡ ዚኣሆሙ፡ ወይትሐነጽ፡ ቤት፡ ለንጉሥ፡ ዐቢይ፡ በስብሐት፡ እስከ፡ ለዓለም።
91:14	ወእምድኅረ፡ ዝ፡ በሰንበት፡ ታስዕት፡ ባቲ፡ ኵነኔ፡ ጽድቅ፡ ትትከሠት፡ ለኵሉ፡ ዓለም፡ ወኵሉ፡ ተግባረ፡ ረሲዓን፡ ይወፅእ፡ እምዲበ፡ ምድር፡ ወይጸሐፍ፡ ዓለም፡ ለሀጕል፡ ወኵሉ፡ ሰብእ፡ ይኔጽሩ፡ ለፍኖተ፡ ርትዕ።
91:15	ወእምድኅረ፡ ዝንቱ፡ በሰንበት፡ ዐሥርት፡ ሳብዓቱ፡ እድ፡ ባቲ፡ ኵነኔ፡ እንተ፡ ለዓለም፡ ወትትገበር፡ እምትጉሃን፡ ወሰማይ፡ ዘለዓለም፡ ዐቢይ፡ ዘይበቊል፡ እማእከሎሙ፡ ለመላእክት።
91:16	ወሰማይ፡ ቀዳማይ፡ ይወፅእ፡ ወየኀልፍ፡ ወሰማይ፡ ሐዲስ፡ ይትረአይ፡ ወኵሉ፡ ኀይላተ፡ ሰማያት፡ ያበርሁ፡ ለዓለም፡ ሰብዐተ፡ ምክዕቢተ።
91:17	ወእምድኅረ፡ ዝ፡ ብዙኃን፡ ሰንበታት፡ እለ፡ አልቦሙ፡ ኍልቊ፡ ለዓለም፡ በኂሩት፡ ወበጽድቅ፡ ይከውኑ፡ ወኀጢአት፡ እምህየ፡ ኢትትበሃል፡ እስከ፡ ለዓለም።
91:18	ወይእዜኒ፡ እብለክሙ፡ ደቂቅየ፡ ወኣርእየክሙ፡ ፍናዋተ፡ ጽድቅ፡ ወፍናዋተ፡ ግፍዕ፡ ወኣርእየክሙ፡ ካዕበ፡ ከመ፡ ታእምሩ፡ ዘይመጽእ።
91:19	ወይእዜኒ፡ ስምዑኒ፡ ደቂቅየ፡ ወሑሩ፡ በፍናዋተ፡ ጽድቅ፡ ወኢትሑሩ፡ በፍናዋተ፡ ግፍዕ፡ እስመ፡ ይትሀጐሉ፡ ለዓለም፡ ኵሎሙ፡ እለ፡ የሐውሩ፡ በፍኖተ፡ ዐመፃ።
92:1	ዘተጽሕፈ፡ እምሄኖክ፡ ጸሐፈ፡ ዝ፡ ኵሉ፡ ትምህርተ፡ ጥበብ፡ እምኵሉ፡ ሰብእ፡ ስቡሕ፡ ወመኰንነ፡ ኵሉ፡ ምድር፡ ለኵሎሙ፡ ውሉድየ፡ እለ፡ የኀድሩ፡ ዲበ፡ ምድር፡ ወለትውልድ፡ ደኃራውያን፡ እለ፡ ይገብሩ፡ ርትዐ፡ ወሰላመ።
92:2	ኢትሕዘን፡ መንፈሰክሙ፡ በአዝማን፡ እስመ፡ መዋዕለ፡ ወሀበ፡ ቅዱስ፡ ወዐቢይ፡ ለኵሉ።
92:3	ወይትነሣእ፡ ጻድቅ፡ እምንዋም፡ ይትነሣእ፡ ወየኀልፍ፡ በፍኖተ፡ ጽድቅ፡ ወኵሉ፡ ፍኖቱ፡ ወምሕዋሪሁ፡ በኂሩት፡ ወበሣህል፡ ዘለዓለም።
92:4	ይሠሀሎ፡ ለጻድቅ፡ ወሎቱ፡ ይሁብ፡ ርትዐ፡ ዘለዓለም፡ ወይሁብ፡ ሥልጣነ፡ ወይከውን፡ በኂሩት፡ ወበጽድቅ፡ ወየሐውር፡ ብርሃን፡ ዘለዓለም።
92:5	ወኀጢአት፡ በጽልመት፡ ትትሀጐል፡ እስከ፡ ለዓለም፡ ወኢትትረአይ፡ እንከ፡ እምይእቲ፡ ዕለት፡ እስከ፡ ለዓለም።
93:1	ወእምድኅረ፡ ዝ፡ ኮነ፡ ሄኖክ፡ ወአኀዘ፡ ይትናገር፡ እመጻሕፍት።
93:2	ወይቤ፡ ሄኖክ፡ በእንተ፡ ውሉደ፡ ጽድቅ፡ ወበእንተ፡ ኅሩያነ፡ ዓለም፡ ወበእንተ፡ ተክለ፡ ጽድቅ፡ ወርትዕ፡ እሎንተ፡ እብለክሙ፡ ወኣየድዐክሙ፡ ደቂቅየ፡ አነ፡ ውእቱ፡ ሄኖክ፡ ዘአስተርአየኒ፡ እምራእየ፡ ሰማይ፡ ወእምቃለ፡ ቅዱሳን፡ መላእክት፡ አእመርኩ፡ ወእምጸፍጸፈ፡ ሰማይ፡ ለበውኩ።
93:3	ወአኀዘ፡ እንከ፡ ይትናገር፡ ሄኖክ፡ እመጻሕፍት፡ ወይቤ፡ አነ፡ ሳብዕ፡ ተወለድኩ፡ በቀዳሚት፡ ሰንበት፡ እስከ፡ አመ፡ ኵነኔ፡ ጽድቅ፡ ተዐገሠ።
93:4	ወትቀውም፡ እምድኅሬየ፡ በካልእት፡ ሰንበት፡ ዐባይ፡ እኪት፡ ወጕሕሉት፡ በቈለት፡ ወባቲ፡ ትከውን፡ ፍጻሜ፡ ቀዳሚት፡ ወባቲ፡ ይድኅን፡ ብእሲ፡ ወእምድኅረ፡ ተፈጸመ፡ ትልህቅ፡ ዐመፃ፡ ወሥርዐተ፡ ይገብር፡ ለኃጥኣን።
93:5	ወእምድኅረ፡ ዝ፡ በሣልስት፡ ሰንበት፡ በተፍጻሜታ፡ ይትኀረይ፡ ብእሲ፡ ለተክለ፡ ኵነኔ፡ ጽድቅ፡ ወእምድኅሬሁ፡ ይወፅእ፡ ተክለ፡ ጽድቅ፡ ወርትዕ፡ ለዓለም።
93:6	ወእምድኅረ፡ ዝ፡ በራብዕት፡ ሰንበት፡ በተፍጻሜታ፡ ራእያተ፡ ቅዱሳን፡ ወጻድቃን፡ ይትረአዩ፡ ወሥርዐት፡ ለትውልደ፡ ትውልድ፡ ወዐጸድ፡ ይትገበር፡ ሎሙ።
93:7	ወእምድኅረ፡ ዝ፡ በኀምስ፡ ሰንበት፡ በተፍጻሜታ፡ ቤተ፡ ስብሐት፡ ወመንግሥት፡ ይትሐነጽ፡ እስከ፡ ለዓለም።
93:8	ወእምድኅረ፡ ዝ፡ በሳድስት፡ ሰንበት፡ እለ፡ ይከውኑ፡ ውስቴታ፡ ጽሉላን፡ ኵሎሙ፡ ወይትረሳዕ፡ ልቦሙ፡ ለኵሎሙ፡ እምጥበብ፡ ወባቲ፡ የዐርግ፡ ብእሲ፡ ወበተፍጻሜታ፡ ይውዒ፡ ቤተ፡ መንግሥት፡ በእሳት፡ ወባቲ፡ ይዘረዉ፡ ኵሉ፡ ዘመደ፡ ሥርወ፡ ኅሩይ።
93:9	ወእምድኅረ፡ ዝ፡ በሳብዕት፡ ሰንበት፡ ትትነሣእ፡ ትውልድ፡ ዕሉት፡ ወብዙኅ፡ ምግባራቲሃ፡ ወኵሉ፡ ምግባራቲሃ፡ ዕልወት።
93:10	ወበተፍጻሜታ፡ ይትዐሰዩ፡ ኅሩያነ፡ ጽድቅ፡ እምተክለ፡ ጽድቅ፡ ዘለዓለም፡ እለ፡ ይትወሀብ፡ ሎሙ፡ ሰብዐቱ፡ ምክዕቢታተ፡ ትምህርት፡ ለኵሉ፡ ፍጥረተ፡ ዚኣሁ።
93:11	እስመ፡ መኑ፡ ውእቱ፡ እምውሉደ፡ ሰብእ፡ ዘይክል፡ ሰሚዐ፡ ቃሉ፡ ለቅዱስ፡ ወኢይትሀወክ፡ ወመኑ፡ ዘይክል፡ ከመ፡ የኀሊ፡ ኅሊናሁ፡ ወመኑ፡ ዘይክል፡ ነጽሮቶ፡ ለሰማይ፡ ወኵሎ፡ ምግባራቲሃ።
93:12	ወምንት፡ ውእቱ፡ ዘይክል፡ አእምሮ፡ ግብረ፡ ሰማይ፡ ወከመ፡ ይርአይ፡ ነፍሶ፡ ወእመ፡ አኮ፡ መንፈሶ፡ ወይክል፡ ነጊረ፡ ወእመ፡ አኮ፡ ዐሪገ፡ ወይሬኢ፡ ኵሎ፡ አክናፊሆሙ፡ ወይኄልይዎሙ፡ ወእመ፡ አኮ፡ ይገብር፡ ከማሆሙ።
93:13	ወመኑ፡ ውእቱ፡ ኵሉ፡ ብእሲ፡ ዘይክል፡ አእምሮተ፡ እፎ፡ ውእቱ፡ ራሕባ፡ ወኑኃ፡ ለምድር፡ ወለመኑ፡ ተርእያ፡ አምጣነ፡ ኵሎሙ።
93:14	ወእፎመ፡ ቦቱ፡ ኵሉ፡ ብእሲ፡ ዘይክል፡ አእምሮተ፡ ኑኃ፡ ለሰማይ፡ ውእቱ፡ ልዕልናሃ፡ ወዲበ፡ ምንት፡ ጸንዐት፡ ወሚ፡ መጠን፡ ውእቱ፡ ኍልቆሙ፡ ለከዋክብት፡ ወበአይቴ፡ የዐርፉ፡ ኵሎሙ፡ ብርሃናት።
94:1	ወይእዜኒ፡ እብለክሙ፡ ደቂቅየ፡ አፍቅርዋ፡ ለጽድቅ፡ ወባቲ፡ ሑሩ፡ እስመ፡ ፍናዋተ፡ ጽድቅ፡ ይደሉ፡ ይትወከፍዎሙ፡ ወፍናዋተ፡ ዐመፃ፡ ፍጡነ፡ ይትሀጐሉ፡ ወየሐጽጹ።
94:2	ወለሰብእ፡ እሙራን፡ እምትውልድ፡ ይትከሠቱ፡ ፍናዋተ፡ ግፍዕ፡ ወሞት፡ ወይርሕቁ፡ እምኔሆሙ፡ ወኢይተልውዎሙ።
94:3	ወይእዜኒ፡ ለክሙ፡ እብለክሙ፡ ለጻድቃን፡ ኢትሑሩ፡ በፍናዋተ፡ እኩይ፡ ወግፍዕ፡ ወኢ፡ በፍናዋተ፡ ሞት፡ ወኢትቅረቡ፡ ኀቤሆሙ፡ ከመ፡ ኢትትሀጐሉ።
94:4	አላ፡ ፍቅዱ፡ ወኅረዩ፡ ለክሙ፡ ጽድቀ፡ ወሕይወተ፡ ኅሪተ፡ ወሑሩ፡ በፍናዋተ፡ ሰላም፡ ከመ፡ ትሕየዉ፡ ወትደለዉ።
94:5	ወትእኅዙ፡ በኅሊና፡ ልብክሙ፡ ወኢይደምሰስ፡ ነገርየ፡ እምልብክሙ፡ እስመ፡ ኣአምር፡ ከመ፡ ያመክርዎሙ፡ ኃጥኣን፡ ለሰብእ፡ ከመ፡ ይግበሩ፡ ጥበበ፡ እኩየ፡ ወኵሉ፡ መካን፡ ኢይትረከብ፡ ላቲ፡ ወኵሉ፡ መከራ፡ ኢየሐጽጽ።
94:6	አሌ፡ ሎሙ፡ ለእለ፡ የሐንጽዋ፡ ለዐመፃ፡ ወለግፍዕ፡ ወይሣርርዋ፡ ለጕሕሉት፡ እስመ፡ ፍጡነ፡ ይትነሠቱ፡ ወአልቦሙ፡ ሰላም።
94:7	አሌ፡ ሎሙ፡ ለእለ፡ የሐንጹ፡ አብያቲሆሙ፡ በኀጢአት፡ እስመ፡ እምኵሉ፡ መሠረቶሙ፡ ይትነሠቱ፡ ወበሰይፍ፡ ይወድቁ፡ ወእለ፡ ያጠርይዋ፡ ለወርቅ፡ ወለብሩር፡ በኵነኔ፡ ፍጡነ፡ ይትሀጐሉ።
94:8	አሌ፡ ለክሙ፡ አብዕልት፡ እስመ፡ ዲበ፡ ብዕልክሙ፡ ተወከልክሙ፡ ወእምነ፡ ብዕልክሙ፡ ትወፅኡ፡ እስመ፡ ኢተዘከርክምዎ፡ ለልዑል፡ በዕለተ፡ ብዕልክሙ።
94:9	ወገበርክምዎ፡ ለፅርፈት፡ ወለዐመፃ፡ ወድልዋነ፡ ኮንክሙ፡ ለዕለተ፡ ክዕወተ፡ ደም፡ ወለዕለተ፡ ጽልመት፡ ወለዕለተ፡ ኵነኔ፡ ዐባይ።
94:10	ከመ፡ ዝ፡ አነ፡ እብል፡ ወኣየድዐክሙ፡ ከመ፡ ይገፈትዐክሙ፡ ዘፈጠረክሙ፡ ወዲበ፡ ድቀትክሙ፡ ከመ፡ ኢይከውን፡ ምሕረት፡ ወፈጣሪክሙ፡ ይትፌሣሕ፡ በሀጕልክሙ።
94:11	ወጻድቃነ፡ ዚኣክሙ፡ ይከውኑ፡ በእማንቱ፡ መዋዕል፡ ጽእለተ፡ ለኃጥኣን፡ ወለረሲዓን።
95:1	መኑ፡ ይሁበኒ፡ አዕይንትየ፡ ከመ፡ ይኩና፡ ደመናተ፡ ሰማይ፡ ወእብኪ፡ ዲቤክሙ፡ ወእክዐው፡ አንብዕየ፡ ከመ፡ ደመና፡ ማይ፡ ወኣዕርፍ፡ እምሐዘነ፡ ልብየ።
95:2	መኑ፡ ወሀበክሙ፡ ከመ፡ ትግበሩ፡ ጽልአ፡ ወእከየ፡ ወይረክበክሙ፡ ለኃጥኣን፡ ኵነኔ።
95:3	ኢትፍርሁ፡ ጻድቃን፡ እምኃጥኣን፡ እስመ፡ ካዕበ፡ ያገብኦሙ፡ እግዚአብሔር፡ ውስተ፡ እዴክሙ፡ ከመ፡ ትግበሩ፡ ኵነኔ፡ ላዕሌሆሙ፡ በከመ፡ ፈቀድክሙ።
95:4	አሌ፡ ለክሙ፡ እለ፡ ታወግዙ፡ ግዘታተ፡ ከመ፡ ኢትፍትሑ፡ ወፈውስ፡ ርሑቅ፡ እምኔክሙ፡ በእንተ፡ ኀጢአተ፡ ዚኣክሙ።
95:5	አሌ፡ ለክሙ፡ እለ፡ ትፈድዩ፡ እኩየ፡ ለቢጽክሙ፡ እስመ፡ ትትፈደዩ፡ በከመ፡ ምግባሪክሙ።
95:6	አሌ፡ ለክሙ፡ ለሰማዕተ፡ ሐሰት፡ ወእለ፡ ትደልውዋ፡ ለዐመፃ፡ እስመ፡ ፍጡነ፡ ትትሀጐሉ።
95:7	አሌ፡ ለክሙ፡ ለኃጥኣን፡ እስመ፡ ለጻድቃን፡ ትሰድድዎሙ፡ እስመ፡ አንትሙ፡ ትትሜጠዉ፡ ወትሰደዱ፡ እምዐመፃ፡ ወይጸንዕ፡ በላዕሌክሙ፡ አርዑተ፡ ዚኣሆሙ።
96:1	ተሰፈዉ፡ ጻድቃን፡ እስመ፡ ፍጡነ፡ ይትሀጐሉ፡ ኃጥኣን፡ እምቅድሜክሙ፡ ወሥልጣን፡ ይከውን፡ ለክሙ፡ ዲቤሆሙ፡ በከመ፡ ፈቀድክሙ።
96:2	ወበዕለተ፡ ምንዳቤሆሙ፡ ለኃጥኣን፡ ይትሌዐሉ፡ ወይትነሥኡ፡ ከመ፡ አንስርት፡ ዕጕለ፡ ዚኣክሙ፡ ወፈድፋደ፡ እምነ፡ አውስት፡ ይከውን፡ ምጽላልክሙ፡ ወተዐርጉ፡ ወትበውኡ፡ በንድለታተ፡ ምድር፡ ወበንቅዐታተ፡ ኰኵሕ፡ ለዓለም፡ ከመ፡ ግሔ፡ እምቅድመ፡ ዐማፅያን፡ ወይንእኩ፡ ዲቤክሙ።
96:3	ወአንትሙ፡ ኢትከውኑ፡ ከማሆሙ፡ አላ፡ ሰማዕተ፡ ይከውን፡ ዲቤክሙ፡ ዝንቱ፡ ከመ፡ ሱቱፋነ፡ ኮንክሙ፡ ለኃጥኣን፡ ወይበክዩ፡ ከመ፡ ጼዴናታት፡ ወአንትሙሰ፡ ኢትፍርሁ፡ እለ፡ ሐመምክሙ፡ እስመ፡ ፈውስ፡ ይከውነክሙ፡ ወብርሃን፡ ብሩህ፡ ያበርህ፡ ለክሙ፡ ወቃለ፡ ዕረፍት፡ ትሰምዑ፡ እምሰማይ።
96:4	አሌ፡ ለክሙ፡ ኃጥኣን፡ እስመ፡ ብዕልክሙ፡ ያመስለክሙ፡ ጻድቃነ፡ ወልብክሙ፡ ይዛለፈክሙ፡ ከመ፡ ኃጥኣን፡ አንትሙ፡ ወዝንቱ፡ ነገር፡ ይከውን፡ ዲቤክሙ፡ ሰማዕተ፡ ለተዝካረ፡ እከያት።
96:5	አሌ፡ ለክሙ፡ እለ፡ ትበልዑ፡ ስብሐ፡ ሥርናይ፡ ወትሰትዩ፡ ኀይለ፡ ሥርወ፡ ነቅዕ፡ ወትከይድዎሙ፡ ለኃጥኣን፡ በኀይልክሙ።
96:6	አሌ፡ ለክሙ፡ እለ፡ ትሰትዩ፡ ማየ፡ በኵሉ፡ ጊዜ፡ እስመ፡ ፍጡነ፡ ትትፈደዩ፡ ወትትዌድኡ፡ ወትየብሱ፡ እስመ፡ ኀደግሙ፡ ነቅዐ፡ ሕይወት።
96:7	አሌ፡ ለክሙ፡ እለ፡ ትገብሩ፡ ዐመፃ፡ ወጕሕሉተ፡ ወፅርፈተ፡ ወዝንቱ፡ ተዝካረ፡ ይከውን፡ ዲቤክሙ፡ ለእከይ።
96:8	አሌ፡ ለክሙ፡ ኃጥኣን፡ እለ፡ በኀይል፡ ትኰርዕዎ፡ ለጻድቅ፡ እስመ፡ ትመጽእ፡ ዕለተ፡ ሀጕልክሙ፡ ወበእማንቱ፡ መዋዕል፡ ይመጽኣ፡ ለጻድቃን፡ መዋዕል፡ ብዙኃት፡ ወኄራት፡ በዕለተ፡ ኵነኔ፡ ዚኣክሙ።
97:1	ተአመኑ፡ ጻድቃን፡ እስመ፡ ለጽእለት፡ ይከውኑ፡ ኃጥኣን፡ ወይትሀጐሉ፡ በዕለተ፡ ዐመፃ።
97:2	እሙረ፡ ይከውን፡ ለክሙ፡ እስመ፡ ልዑል፡ ይዜክር፡ ሀጕለክሙ፡ ወይትፌሥሑ፡ መላእክት፡ ዲበ፡ ሀጕለ፡ ዚኣክሙ።
